sku,attribute_set_code,product_type,product_websites,country_of_manufacture,name,description,short_description,weight,product_online,tax_class_name,visibility,price,additional_attributes,qty,is_in_stock,categories
1140673241,Products,virtual,base,Algeria,cahier-pique-challenge-bleu-turquois-96p-17x22-cm-seyes-70g-techno-ref-9810,"Découvrez notre cahier scolaire de haute qualité, fabriqué en Algérie, avec la célèbre réglure Seyès qui facilite l’apprentissage et la maîtrise de l’écriture.
 
 -Ce cahier contient 96 pages en papier extra blanc de 70 g/m², offrant une écriture fluide et agréable.
 -Son format pratique 17×22 cm le rend facile à transporter et parfaitement adapté au sac scolaire.
 -Sa couverture cartonnée vernie garantit une meilleure protection et une durabilité renforcée.
 
 -Parfait pour les élèves du primaire et du collège.
 -Certifié respectueux de l’environnement (EU Ecolabel).
 -Un produit 100% algérien, alliant qualité et design moderne.
 - Cahier couleur BLEU TURQUOISE","Cahier scolaire à réglure Seyès, format 17×22 cm, 96 pages, papier extra blanc 70 g/m² avec couverture cartonnée vernie. Idéal pour l’écriture et l’apprentissage quotidien.",146,2,Taxable Goods,search,0,"mgs_brand=TECHNO,techno_ref=9810,color=BLEU TURQUOISE",999,1,"Default Category/Tous les produits/SCOLAIRE/SUPPORTS EN PAPIER/CAHIER & REGISTRE,Default Category/Tous les produits/SCOLAIRE/SUPPORTS EN PAPIER,Default Category/Tous les produits/SCOLAIRE,Default Category/Tous les produits,Default Category/Tous les produits/BUREAUTIQUE & INFORMATIQUE/SUPPORTS EN PAPIER/CAHIER & REGISTRE,Default Category/Tous les produits/BUREAUTIQUE & INFORMATIQUE/SUPPORTS EN PAPIER,Default Category/Tous les produits/BUREAUTIQUE & INFORMATIQUE"
1140673246,Products,virtual,base,Algeria,cahier-pique-challenge-gris-96p-17x22-cm-seyes-70g-techno-ref-9810,"Découvrez notre cahier scolaire de haute qualité, fabriqué en Algérie, avec la célèbre réglure Seyès qui facilite l’apprentissage et la maîtrise de l’écriture.
 
 -Ce cahier contient 96 pages en papier extra blanc de 70 g/m², offrant une écriture fluide et agréable.
 -Son format pratique 17×22 cm le rend facile à transporter et parfaitement adapté au sac scolaire.
 -Sa couverture cartonnée vernie garantit une meilleure protection et une durabilité renforcée.
 
 -Parfait pour les élèves du primaire et du collège.
 -Certifié respectueux de l’environnement (EU Ecolabel).
 -Un produit 100% algérien, alliant qualité et design moderne.
 - Cahier couleur GRIS","Cahier scolaire à réglure Seyès, format 17×22 cm, 96 pages, papier extra blanc 70 g/m² avec couverture cartonnée vernie. Idéal pour l’écriture et l’apprentissage quotidien.",146,2,Taxable Goods,search,0,"mgs_brand=TECHNO,techno_ref=9810,color=GRIS",999,1,"Default Category/Tous les produits/SCOLAIRE/SUPPORTS EN PAPIER/CAHIER & REGISTRE,Default Category/Tous les produits/SCOLAIRE/SUPPORTS EN PAPIER,Default Category/Tous les produits/SCOLAIRE,Default Category/Tous les produits,Default Category/Tous les produits/BUREAUTIQUE & INFORMATIQUE/SUPPORTS EN PAPIER/CAHIER & REGISTRE,Default Category/Tous les produits/BUREAUTIQUE & INFORMATIQUE/SUPPORTS EN PAPIER,Default Category/Tous les produits/BUREAUTIQUE & INFORMATIQUE"
1140673239,Products,virtual,base,Algeria,cahier-pique-challenge-orange-96p-17x22-cm-seyes-70g-techno-ref-9810,"Découvrez notre cahier scolaire de haute qualité, fabriqué en Algérie, avec la célèbre réglure Seyès qui facilite l’apprentissage et la maîtrise de l’écriture.
 
 -Ce cahier contient 96 pages en papier extra blanc de 70 g/m², offrant une écriture fluide et agréable.
 -Son format pratique 17×22 cm le rend facile à transporter et parfaitement adapté au sac scolaire.
 -Sa couverture cartonnée vernie garantit une meilleure protection et une durabilité renforcée.
 
 -Parfait pour les élèves du primaire et du collège.
 -Certifié respectueux de l’environnement (EU Ecolabel).
 -Un produit 100% algérien, alliant qualité et design moderne.
 - Cahier couleur Orange","Cahier scolaire à réglure Seyès, format 17×22 cm, 96 pages, papier extra blanc 70 g/m² avec couverture cartonnée vernie. Idéal pour l’écriture et l’apprentissage quotidien.",146,2,Taxable Goods,search,0,"mgs_brand=TECHNO,techno_ref=9810,color=ORANGE",999,1,"Default Category/Tous les produits/SCOLAIRE/SUPPORTS EN PAPIER/CAHIER & REGISTRE,Default Category/Tous les produits/SCOLAIRE/SUPPORTS EN PAPIER,Default Category/Tous les produits/SCOLAIRE,Default Category/Tous les produits,Default Category/Tous les produits/BUREAUTIQUE & INFORMATIQUE/SUPPORTS EN PAPIER/CAHIER & REGISTRE,Default Category/Tous les produits/BUREAUTIQUE & INFORMATIQUE/SUPPORTS EN PAPIER,Default Category/Tous les produits/BUREAUTIQUE & INFORMATIQUE"
1140673244,Products,virtual,base,Algeria,cahier-pique-challenge-rose-96p-17x22-cm-seyes-70g-techno-ref-9810,"Découvrez notre cahier scolaire de haute qualité, fabriqué en Algérie, avec la célèbre réglure Seyès qui facilite l’apprentissage et la maîtrise de l’écriture.
 
 -Ce cahier contient 96 pages en papier extra blanc de 70 g/m², offrant une écriture fluide et agréable.
 -Son format pratique 17×22 cm le rend facile à transporter et parfaitement adapté au sac scolaire.
 -Sa couverture cartonnée vernie garantit une meilleure protection et une durabilité renforcée.
 
 -Parfait pour les élèves du primaire et du collège.
 -Certifié respectueux de l’environnement (EU Ecolabel).
 -Un produit 100% algérien, alliant qualité et design moderne.
 - Cahier couleur ROSE","Cahier scolaire à réglure Seyès, format 17×22 cm, 96 pages, papier extra blanc 70 g/m² avec couverture cartonnée vernie. Idéal pour l’écriture et l’apprentissage quotidien.",146,2,Taxable Goods,search,0,"mgs_brand=TECHNO,techno_ref=9810,color=ROSE",999,1,"Default Category/Tous les produits/SCOLAIRE/SUPPORTS EN PAPIER/CAHIER & REGISTRE,Default Category/Tous les produits/SCOLAIRE/SUPPORTS EN PAPIER,Default Category/Tous les produits/SCOLAIRE,Default Category/Tous les produits,Default Category/Tous les produits/BUREAUTIQUE & INFORMATIQUE/SUPPORTS EN PAPIER/CAHIER & REGISTRE,Default Category/Tous les produits/BUREAUTIQUE & INFORMATIQUE/SUPPORTS EN PAPIER,Default Category/Tous les produits/BUREAUTIQUE & INFORMATIQUE"
1140673245,Products,virtual,base,Algeria,cahier-pique-challenge-rouge-96p-17x22-cm-seyes-70g-techno-ref-9810,"Découvrez notre cahier scolaire de haute qualité, fabriqué en Algérie, avec la célèbre réglure Seyès qui facilite l’apprentissage et la maîtrise de l’écriture.
 
 -Ce cahier contient 96 pages en papier extra blanc de 70 g/m², offrant une écriture fluide et agréable.
 -Son format pratique 17×22 cm le rend facile à transporter et parfaitement adapté au sac scolaire.
 -Sa couverture cartonnée vernie garantit une meilleure protection et une durabilité renforcée.
 
 -Parfait pour les élèves du primaire et du collège.
 -Certifié respectueux de l’environnement (EU Ecolabel).
 -Un produit 100% algérien, alliant qualité et design moderne.
 - Cahier couleur ROUGE","Cahier scolaire à réglure Seyès, format 17×22 cm, 96 pages, papier extra blanc 70 g/m² avec couverture cartonnée vernie. Idéal pour l’écriture et l’apprentissage quotidien.",146,2,Taxable Goods,search,0,"mgs_brand=TECHNO,techno_ref=9810,color=ROUGE",999,1,"Default Category/Tous les produits/SCOLAIRE/SUPPORTS EN PAPIER/CAHIER & REGISTRE,Default Category/Tous les produits/SCOLAIRE/SUPPORTS EN PAPIER,Default Category/Tous les produits/SCOLAIRE,Default Category/Tous les produits,Default Category/Tous les produits/BUREAUTIQUE & INFORMATIQUE/SUPPORTS EN PAPIER/CAHIER & REGISTRE,Default Category/Tous les produits/BUREAUTIQUE & INFORMATIQUE/SUPPORTS EN PAPIER,Default Category/Tous les produits/BUREAUTIQUE & INFORMATIQUE"
1140673240,Products,virtual,base,Algeria,cahier-pique-challenge-vert-96p-17x22-cm-seyes-70g-techno-ref-9810,"Découvrez notre cahier scolaire de haute qualité, fabriqué en Algérie, avec la célèbre réglure Seyès qui facilite l’apprentissage et la maîtrise de l’écriture.
 
 -Ce cahier contient 96 pages en papier extra blanc de 70 g/m², offrant une écriture fluide et agréable.
 -Son format pratique 17×22 cm le rend facile à transporter et parfaitement adapté au sac scolaire.
 -Sa couverture cartonnée vernie garantit une meilleure protection et une durabilité renforcée.
 
 -Parfait pour les élèves du primaire et du collège.
 -Certifié respectueux de l’environnement (EU Ecolabel).
 -Un produit 100% algérien, alliant qualité et design moderne.
 - Cahier couleur VERTE PISTACHE","Cahier scolaire à réglure Seyès, format 17×22 cm, 96 pages, papier extra blanc 70 g/m² avec couverture cartonnée vernie. Idéal pour l’écriture et l’apprentissage quotidien.",146,2,Taxable Goods,search,0,"mgs_brand=TECHNO,techno_ref=9810,color=VERT PISTACHE",999,1,"Default Category/Tous les produits/SCOLAIRE/SUPPORTS EN PAPIER/CAHIER & REGISTRE,Default Category/Tous les produits/SCOLAIRE/SUPPORTS EN PAPIER,Default Category/Tous les produits/SCOLAIRE,Default Category/Tous les produits,Default Category/Tous les produits/BUREAUTIQUE & INFORMATIQUE/SUPPORTS EN PAPIER/CAHIER & REGISTRE,Default Category/Tous les produits/BUREAUTIQUE & INFORMATIQUE/SUPPORTS EN PAPIER,Default Category/Tous les produits/BUREAUTIQUE & INFORMATIQUE"
1140673243,Products,virtual,base,Algeria,cahier-pique-challenge-violet-96p-17x22-cm-seyes-70g-techno-ref-9810,"Découvrez notre cahier scolaire de haute qualité, fabriqué en Algérie, avec la célèbre réglure Seyès qui facilite l’apprentissage et la maîtrise de l’écriture.
 
 -Ce cahier contient 96 pages en papier extra blanc de 70 g/m², offrant une écriture fluide et agréable.
 -Son format pratique 17×22 cm le rend facile à transporter et parfaitement adapté au sac scolaire.
 -Sa couverture cartonnée vernie garantit une meilleure protection et une durabilité renforcée.
 
 -Parfait pour les élèves du primaire et du collège.
 -Certifié respectueux de l’environnement (EU Ecolabel).
 -Un produit 100% algérien, alliant qualité et design moderne.
 - Cahier couleur VIOLET","Cahier scolaire à réglure Seyès, format 17×22 cm, 96 pages, papier extra blanc 70 g/m² avec couverture cartonnée vernie. Idéal pour l’écriture et l’apprentissage quotidien.",146,2,Taxable Goods,search,0,"mgs_brand=TECHNO,techno_ref=9810,color=VIOLET",999,1,"Default Category/Tous les produits/SCOLAIRE/SUPPORTS EN PAPIER/CAHIER & REGISTRE,Default Category/Tous les produits/SCOLAIRE/SUPPORTS EN PAPIER,Default Category/Tous les produits/SCOLAIRE,Default Category/Tous les produits,Default Category/Tous les produits/BUREAUTIQUE & INFORMATIQUE/SUPPORTS EN PAPIER/CAHIER & REGISTRE,Default Category/Tous les produits/BUREAUTIQUE & INFORMATIQUE/SUPPORTS EN PAPIER,Default Category/Tous les produits/BUREAUTIQUE & INFORMATIQUE"
1140643675,Products,configurable,base,Algeria,pot-a-crayons-ice-diametre-07_5-cm-en-06-couleurs-pastel-techno-ref-9922,"Le porte-crayon, conçu en plastique durable, facilite votre organisation de manière simple et rapide.
 Il s'avère particulièrement pratique pour les étudiants, les enseignants et même à la maison.
 Disponible en 6 couleurs pastel.",Une collection de porte-crayons moderne de haute qualité.,,2,Taxable Goods,search,0,"mgs_brand=TECHNO,techno_ref=9922",999,1,"Default Category/Tous les produits/BUREAUTIQUE & INFORMATIQUE/FOURNITURES ET ACCESSOIRES/POT A CRAYON,Default Category/Tous les produits/BUREAUTIQUE & INFORMATIQUE/FOURNITURES ET ACCESSOIRES,Default Category/Tous les produits/BUREAUTIQUE & INFORMATIQUE,Default Category/Tous les produits,Default Category/Tous les produits/SCOLAIRE/FOURNITURES ET ACCESSOIRES/POT A CRAYON,Default Category/Tous les produits/SCOLAIRE/FOURNITURES ET ACCESSOIRES,Default Category/Tous les produits/SCOLAIRE"
1140662178,Products,virtual,base,Algeria,pot-a-crayons-ice-diametre-07_5-cm-bleu-pastel-techno-ref-9922,"Le porte-crayon, conçu en plastique durable, facilite votre organisation de manière simple et rapide.
 Il s'avère particulièrement pratique pour les étudiants, les enseignants et même à la maison.
 Disponible en 6 couleurs pastel.",Une collection de porte-crayons moderne de haute qualité.,45,2,Taxable Goods,search,0,"mgs_brand=TECHNO,techno_ref=9922,color=BLEU PASTEL",999,1,"Default Category/Tous les produits/BUREAUTIQUE & INFORMATIQUE/FOURNITURES ET ACCESSOIRES/POT A CRAYON,Default Category/Tous les produits/BUREAUTIQUE & INFORMATIQUE/FOURNITURES ET ACCESSOIRES,Default Category/Tous les produits/BUREAUTIQUE & INFORMATIQUE,Default Category/Tous les produits,Default Category/Tous les produits/SCOLAIRE/FOURNITURES ET ACCESSOIRES/POT A CRAYON,Default Category/Tous les produits/SCOLAIRE/FOURNITURES ET ACCESSOIRES,Default Category/Tous les produits/SCOLAIRE"
1140662177,Products,virtual,base,Algeria,pot-a-crayons-ice-diametre-07_5-cm-jaune-pastel-techno-ref-9922,"Le porte-crayon, conçu en plastique durable, facilite votre organisation de manière simple et rapide.
 Il s'avère particulièrement pratique pour les étudiants, les enseignants et même à la maison.
 Disponible en 6 couleurs pastel.",Une collection de porte-crayons moderne de haute qualité.,45,2,Taxable Goods,search,0,"mgs_brand=TECHNO,techno_ref=9922,color=JAUNE PASTEL",999,1,"Default Category/Tous les produits/BUREAUTIQUE & INFORMATIQUE/FOURNITURES ET ACCESSOIRES/POT A CRAYON,Default Category/Tous les produits/BUREAUTIQUE & INFORMATIQUE/FOURNITURES ET ACCESSOIRES,Default Category/Tous les produits/BUREAUTIQUE & INFORMATIQUE,Default Category/Tous les produits,Default Category/Tous les produits/SCOLAIRE/FOURNITURES ET ACCESSOIRES/POT A CRAYON,Default Category/Tous les produits/SCOLAIRE/FOURNITURES ET ACCESSOIRES,Default Category/Tous les produits/SCOLAIRE"
1140662179,Products,virtual,base,Algeria,pot-a-crayons-ice-diametre-07_5-cm-rose-pastel-techno-ref-9922,"Le porte-crayon, conçu en plastique durable, facilite votre organisation de manière simple et rapide.
 Il s'avère particulièrement pratique pour les étudiants, les enseignants et même à la maison.
 Disponible en 6 couleurs pastel.",Une collection de porte-crayons moderne de haute qualité.,45,2,Taxable Goods,search,0,"mgs_brand=TECHNO,techno_ref=9922,color=ROSE PASTEL",999,1,"Default Category/Tous les produits/BUREAUTIQUE & INFORMATIQUE/FOURNITURES ET ACCESSOIRES/POT A CRAYON,Default Category/Tous les produits/BUREAUTIQUE & INFORMATIQUE/FOURNITURES ET ACCESSOIRES,Default Category/Tous les produits/BUREAUTIQUE & INFORMATIQUE,Default Category/Tous les produits,Default Category/Tous les produits/SCOLAIRE/FOURNITURES ET ACCESSOIRES/POT A CRAYON,Default Category/Tous les produits/SCOLAIRE/FOURNITURES ET ACCESSOIRES,Default Category/Tous les produits/SCOLAIRE"
1140662182,Products,virtual,base,Algeria,pot-a-crayons-ice-diametre-07_5-cm-saumon-techno-ref-9922,"Le porte-crayon, conçu en plastique durable, facilite votre organisation de manière simple et rapide.
 Il s'avère particulièrement pratique pour les étudiants, les enseignants et même à la maison.
 Disponible en 6 couleurs pastel.",Une collection de porte-crayons moderne de haute qualité.,45,2,Taxable Goods,search,0,"mgs_brand=TECHNO,techno_ref=9922,color=SAUMON",999,1,"Default Category/Tous les produits/BUREAUTIQUE & INFORMATIQUE/FOURNITURES ET ACCESSOIRES/POT A CRAYON,Default Category/Tous les produits/BUREAUTIQUE & INFORMATIQUE/FOURNITURES ET ACCESSOIRES,Default Category/Tous les produits/BUREAUTIQUE & INFORMATIQUE,Default Category/Tous les produits,Default Category/Tous les produits/SCOLAIRE/FOURNITURES ET ACCESSOIRES/POT A CRAYON,Default Category/Tous les produits/SCOLAIRE/FOURNITURES ET ACCESSOIRES,Default Category/Tous les produits/SCOLAIRE"
1140662181,Products,virtual,base,Algeria,pot-a-crayons-ice-diametre-07_5-cm-vert-pastel-techno-ref-9922,"Le porte-crayon, conçu en plastique durable, facilite votre organisation de manière simple et rapide.
 Il s'avère particulièrement pratique pour les étudiants, les enseignants et même à la maison.
 Disponible en 6 couleurs pastel.",Une collection de porte-crayons moderne de haute qualité.,45,2,Taxable Goods,search,0,"mgs_brand=TECHNO,techno_ref=9922,color=VERT PASTEL",999,1,"Default Category/Tous les produits/BUREAUTIQUE & INFORMATIQUE/FOURNITURES ET ACCESSOIRES/POT A CRAYON,Default Category/Tous les produits/BUREAUTIQUE & INFORMATIQUE/FOURNITURES ET ACCESSOIRES,Default Category/Tous les produits/BUREAUTIQUE & INFORMATIQUE,Default Category/Tous les produits,Default Category/Tous les produits/SCOLAIRE/FOURNITURES ET ACCESSOIRES/POT A CRAYON,Default Category/Tous les produits/SCOLAIRE/FOURNITURES ET ACCESSOIRES,Default Category/Tous les produits/SCOLAIRE"
1140662180,Products,virtual,base,Algeria,pot-a-crayons-ice-diametre-07_5-cm-violet-pastel-techno-ref-9922,"Le porte-crayon, conçu en plastique durable, facilite votre organisation de manière simple et rapide.
 Il s'avère particulièrement pratique pour les étudiants, les enseignants et même à la maison.
 Disponible en 6 couleurs pastel.",Une collection de porte-crayons moderne de haute qualité.,45,2,Taxable Goods,search,0,"mgs_brand=TECHNO,techno_ref=9922,color=VIOLET PASTEL",999,1,"Default Category/Tous les produits/BUREAUTIQUE & INFORMATIQUE/FOURNITURES ET ACCESSOIRES/POT A CRAYON,Default Category/Tous les produits/BUREAUTIQUE & INFORMATIQUE/FOURNITURES ET ACCESSOIRES,Default Category/Tous les produits/BUREAUTIQUE & INFORMATIQUE,Default Category/Tous les produits,Default Category/Tous les produits/SCOLAIRE/FOURNITURES ET ACCESSOIRES/POT A CRAYON,Default Category/Tous les produits/SCOLAIRE/FOURNITURES ET ACCESSOIRES,Default Category/Tous les produits/SCOLAIRE"
1140643676,Products,configurable,base,Algeria,pot-a-crayons-ice-diametre-07_5-cm-en-06-couleurs-techno-ref-9923,"Le porte-crayon, conçu en plastique durable, facilite votre organisation de manière simple et rapide.
 Il s'avère particulièrement pratique pour les étudiants, les enseignants et même à la maison.
 Disponible en 06 couleurs.",Une collection de porte-crayons moderne de haute qualité.,,2,Taxable Goods,search,0,"mgs_brand=TECHNO,techno_ref=9923",999,1,"Default Category/Tous les produits/BUREAUTIQUE & INFORMATIQUE/FOURNITURES ET ACCESSOIRES/POT A CRAYON,Default Category/Tous les produits/BUREAUTIQUE & INFORMATIQUE/FOURNITURES ET ACCESSOIRES,Default Category/Tous les produits/BUREAUTIQUE & INFORMATIQUE,Default Category/Tous les produits,Default Category/Tous les produits/SCOLAIRE/FOURNITURES ET ACCESSOIRES/POT A CRAYON,Default Category/Tous les produits/SCOLAIRE/FOURNITURES ET ACCESSOIRES,Default Category/Tous les produits/SCOLAIRE"
1140662193,Products,virtual,base,Algeria,pot-a-crayons-ice-diametre-07_5-cm-bleu-techno-ref-9923,"Le porte-crayon, conçu en plastique durable, facilite votre organisation de manière simple et rapide.
 Il s'avère particulièrement pratique pour les étudiants, les enseignants et même à la maison.
 Disponible en 06 couleurs.",Une collection de porte-crayons moderne de haute qualité.,45,2,Taxable Goods,search,0,"mgs_brand=TECHNO,techno_ref=9923,color=BLEU",999,1,"Default Category/Tous les produits/BUREAUTIQUE & INFORMATIQUE/FOURNITURES ET ACCESSOIRES/POT A CRAYON,Default Category/Tous les produits/BUREAUTIQUE & INFORMATIQUE/FOURNITURES ET ACCESSOIRES,Default Category/Tous les produits/BUREAUTIQUE & INFORMATIQUE,Default Category/Tous les produits,Default Category/Tous les produits/SCOLAIRE/FOURNITURES ET ACCESSOIRES/POT A CRAYON,Default Category/Tous les produits/SCOLAIRE/FOURNITURES ET ACCESSOIRES,Default Category/Tous les produits/SCOLAIRE"
1140662192,Products,virtual,base,Algeria,pot-a-crayons-ice-diametre-07_5-cm-gris-techno-ref-9923,"Le porte-crayon, conçu en plastique durable, facilite votre organisation de manière simple et rapide.
 Il s'avère particulièrement pratique pour les étudiants, les enseignants et même à la maison.
 Disponible en 06 couleurs.",Une collection de porte-crayons moderne de haute qualité.,45,2,Taxable Goods,search,0,"mgs_brand=TECHNO,techno_ref=9923,color=GRIS",999,1,"Default Category/Tous les produits/BUREAUTIQUE & INFORMATIQUE/FOURNITURES ET ACCESSOIRES/POT A CRAYON,Default Category/Tous les produits/BUREAUTIQUE & INFORMATIQUE/FOURNITURES ET ACCESSOIRES,Default Category/Tous les produits/BUREAUTIQUE & INFORMATIQUE,Default Category/Tous les produits,Default Category/Tous les produits/SCOLAIRE/FOURNITURES ET ACCESSOIRES/POT A CRAYON,Default Category/Tous les produits/SCOLAIRE/FOURNITURES ET ACCESSOIRES,Default Category/Tous les produits/SCOLAIRE"
1140662190,Products,virtual,base,Algeria,pot-a-crayons-ice-diametre-07_5-cm-jaune-techno-ref-9923,"Le porte-crayon, conçu en plastique durable, facilite votre organisation de manière simple et rapide.
 Il s'avère particulièrement pratique pour les étudiants, les enseignants et même à la maison.
 Disponible en 06 couleurs.",Une collection de porte-crayons moderne de haute qualité.,45,2,Taxable Goods,search,0,"mgs_brand=TECHNO,techno_ref=9923,color=JAUNE",999,1,"Default Category/Tous les produits/BUREAUTIQUE & INFORMATIQUE/FOURNITURES ET ACCESSOIRES/POT A CRAYON,Default Category/Tous les produits/BUREAUTIQUE & INFORMATIQUE/FOURNITURES ET ACCESSOIRES,Default Category/Tous les produits/BUREAUTIQUE & INFORMATIQUE,Default Category/Tous les produits,Default Category/Tous les produits/SCOLAIRE/FOURNITURES ET ACCESSOIRES/POT A CRAYON,Default Category/Tous les produits/SCOLAIRE/FOURNITURES ET ACCESSOIRES,Default Category/Tous les produits/SCOLAIRE"
1140662189,Products,virtual,base,Algeria,pot-a-crayons-ice-diametre-07_5-cm-noir-techno-ref-9923,"Le porte-crayon, conçu en plastique durable, facilite votre organisation de manière simple et rapide.
 Il s'avère particulièrement pratique pour les étudiants, les enseignants et même à la maison.
 Disponible en 06 couleurs.",Une collection de porte-crayons moderne de haute qualité.,45,2,Taxable Goods,search,0,"mgs_brand=TECHNO,techno_ref=9923,color=NOIR",999,1,"Default Category/Tous les produits/BUREAUTIQUE & INFORMATIQUE/FOURNITURES ET ACCESSOIRES/POT A CRAYON,Default Category/Tous les produits/BUREAUTIQUE & INFORMATIQUE/FOURNITURES ET ACCESSOIRES,Default Category/Tous les produits/BUREAUTIQUE & INFORMATIQUE,Default Category/Tous les produits,Default Category/Tous les produits/SCOLAIRE/FOURNITURES ET ACCESSOIRES/POT A CRAYON,Default Category/Tous les produits/SCOLAIRE/FOURNITURES ET ACCESSOIRES,Default Category/Tous les produits/SCOLAIRE"
1140662188,Products,virtual,base,Algeria,pot-a-crayons-ice-diametre-07_5-cm-rouge-techno-ref-9923,"Le porte-crayon, conçu en plastique durable, facilite votre organisation de manière simple et rapide.
 Il s'avère particulièrement pratique pour les étudiants, les enseignants et même à la maison.
 Disponible en 06 couleurs.",Une collection de porte-crayons moderne de haute qualité.,45,2,Taxable Goods,search,0,"mgs_brand=TECHNO,techno_ref=9923,color=ROUGE",999,1,"Default Category/Tous les produits/BUREAUTIQUE & INFORMATIQUE/FOURNITURES ET ACCESSOIRES/POT A CRAYON,Default Category/Tous les produits/BUREAUTIQUE & INFORMATIQUE/FOURNITURES ET ACCESSOIRES,Default Category/Tous les produits/BUREAUTIQUE & INFORMATIQUE,Default Category/Tous les produits,Default Category/Tous les produits/SCOLAIRE/FOURNITURES ET ACCESSOIRES/POT A CRAYON,Default Category/Tous les produits/SCOLAIRE/FOURNITURES ET ACCESSOIRES,Default Category/Tous les produits/SCOLAIRE"
1140662191,Products,virtual,base,Algeria,pot-a-crayons-ice-diametre-07_5-cm-vert-techno-ref-9923,"Le porte-crayon, conçu en plastique durable, facilite votre organisation de manière simple et rapide.
 Il s'avère particulièrement pratique pour les étudiants, les enseignants et même à la maison.
 Disponible en 06 couleurs.",Une collection de porte-crayons moderne de haute qualité.,45,2,Taxable Goods,search,0,"mgs_brand=TECHNO,techno_ref=9923,color=VERT",999,1,"Default Category/Tous les produits/BUREAUTIQUE & INFORMATIQUE/FOURNITURES ET ACCESSOIRES/POT A CRAYON,Default Category/Tous les produits/BUREAUTIQUE & INFORMATIQUE/FOURNITURES ET ACCESSOIRES,Default Category/Tous les produits/BUREAUTIQUE & INFORMATIQUE,Default Category/Tous les produits,Default Category/Tous les produits/SCOLAIRE/FOURNITURES ET ACCESSOIRES/POT A CRAYON,Default Category/Tous les produits/SCOLAIRE/FOURNITURES ET ACCESSOIRES,Default Category/Tous les produits/SCOLAIRE"
1140643677,Products,configurable,base,Algeria,pot-a-crayons-ice-diametre-07_5-cm-en-04-couleurs-fluo-techno-ref-9924,"Le porte-crayon, conçu en plastique durable, facilite votre organisation de manière simple et rapide.
 Il s'avère particulièrement pratique pour les étudiants, les enseignants et même à la maison.
 Disponible en 4 couleurs.",Une collection de porte-crayons moderne de haute qualité.,,2,Taxable Goods,search,0,"mgs_brand=TECHNO,techno_ref=9924",999,1,"Default Category/Tous les produits/BUREAUTIQUE & INFORMATIQUE/FOURNITURES ET ACCESSOIRES/POT A CRAYON,Default Category/Tous les produits/BUREAUTIQUE & INFORMATIQUE/FOURNITURES ET ACCESSOIRES,Default Category/Tous les produits/BUREAUTIQUE & INFORMATIQUE,Default Category/Tous les produits,Default Category/Tous les produits/SCOLAIRE/FOURNITURES ET ACCESSOIRES/POT A CRAYON,Default Category/Tous les produits/SCOLAIRE/FOURNITURES ET ACCESSOIRES,Default Category/Tous les produits/SCOLAIRE"
1140662184,Products,virtual,base,Algeria,pot-a-crayons-ice-diametre-07_5-cm-orange-fluo-techno-ref-9924,"Le porte-crayon, conçu en plastique durable, facilite votre organisation de manière simple et rapide.
 Il s'avère particulièrement pratique pour les étudiants, les enseignants et même à la maison.
 Disponible en 4 couleurs.",Une collection de porte-crayons moderne de haute qualité.,45,2,Taxable Goods,search,0,"mgs_brand=TECHNO,techno_ref=9924,color=ORANGE",999,1,"Default Category/Tous les produits/BUREAUTIQUE & INFORMATIQUE/FOURNITURES ET ACCESSOIRES/POT A CRAYON,Default Category/Tous les produits/BUREAUTIQUE & INFORMATIQUE/FOURNITURES ET ACCESSOIRES,Default Category/Tous les produits/BUREAUTIQUE & INFORMATIQUE,Default Category/Tous les produits,Default Category/Tous les produits/SCOLAIRE/FOURNITURES ET ACCESSOIRES/POT A CRAYON,Default Category/Tous les produits/SCOLAIRE/FOURNITURES ET ACCESSOIRES,Default Category/Tous les produits/SCOLAIRE"
1140662186,Products,virtual,base,Algeria,pot-a-crayons-ice-diametre-07_5-cm-rose-fluo-techno-ref-9924,"Le porte-crayon, conçu en plastique durable, facilite votre organisation de manière simple et rapide.
 Il s'avère particulièrement pratique pour les étudiants, les enseignants et même à la maison.
 Disponible en 4 couleurs.",Une collection de porte-crayons moderne de haute qualité.,45,2,Taxable Goods,search,0,"mgs_brand=TECHNO,techno_ref=9924,color=ROSE",999,1,"Default Category/Tous les produits/BUREAUTIQUE & INFORMATIQUE/FOURNITURES ET ACCESSOIRES/POT A CRAYON,Default Category/Tous les produits/BUREAUTIQUE & INFORMATIQUE/FOURNITURES ET ACCESSOIRES,Default Category/Tous les produits/BUREAUTIQUE & INFORMATIQUE,Default Category/Tous les produits,Default Category/Tous les produits/SCOLAIRE/FOURNITURES ET ACCESSOIRES/POT A CRAYON,Default Category/Tous les produits/SCOLAIRE/FOURNITURES ET ACCESSOIRES,Default Category/Tous les produits/SCOLAIRE"
